,date_eod,close,hilow,volume
0,1999-03-10,51.0625,50.71875,5232000
1,1999-03-11,51.3125,51.02344,9688600
2,1999-03-12,50.0625,50.40625,8743600
3,1999-03-15,51.5,50.734375,6369000
4,1999-03-16,51.9375,51.65625,4905800
5,1999-03-17,51.5625,51.703125,3965000
6,1999-03-18,52.5625,52.039065,4848400
7,1999-03-19,51.21875,52.21875,7160400
8,1999-03-22,50.59375,51.03125,5024800
9,1999-03-23,48.8125,49.609375,10962400
10,1999-03-24,50.46875,49.5,8447000
11,1999-03-25,52.3125,51.613285000000005,8133800
12,1999-03-26,51.75,52.0,8256200
13,1999-03-29,53.625,52.859375,5113800
14,1999-03-30,53.25,53.515625,4940600
15,1999-03-31,52.46875,53.25,8256600
16,1999-04-01,53.5625,53.375,8715800
17,1999-04-05,55.5,54.83594,5697200
18,1999-04-06,55.60938,55.59375,7522400
19,1999-04-07,55.03125,55.046875,11923600
20,1999-04-08,55.46875,54.77344,7952400
21,1999-04-09,55.8125,55.578125,4946800
22,1999-04-12,55.4375,55.125,10934000
23,1999-04-13,54.6875,55.078125,9962200
24,1999-04-14,52.8125,53.972660000000005,21253800
25,1999-04-15,53.53125,52.371095,17650600
26,1999-04-16,51.96875,52.546875,17274000
27,1999-04-19,49.53125,50.878910000000005,19460600
28,1999-04-20,50.65625,49.953125,17413600
29,1999-04-21,53.15625,51.8125,10940400
30,1999-04-22,54.59375,54.027345,13630600
31,1999-04-23,55.3125,54.734375,7064400
32,1999-04-26,56.58594,56.253910000000005,5421000
33,1999-04-27,55.71875,56.144535000000005,16482800
34,1999-04-28,53.8125,54.503910000000005,7676800
35,1999-04-29,53.375,53.0625,19148200
36,1999-04-30,53.71875,53.109375,15295200
37,1999-05-03,53.4375,53.160160000000005,11109800
38,1999-05-04,52.59375,53.328125,15428400
39,1999-05-05,54.1875,52.609375,12642600
40,1999-05-06,52.21875,52.9375,15173400
41,1999-05-07,52.96875,52.34375,16430400
42,1999-05-10,53.5,53.27344,10604200
43,1999-05-11,54.34375,54.125,8800800
44,1999-05-12,55.46875,54.328125,12507400
45,1999-05-13,54.4375,55.09375,9864000
46,1999-05-14,53.40625,53.5,12205400
47,1999-05-17,54.36719,53.472660000000005,9906800
48,1999-05-18,54.125,54.0625,9267800
49,1999-05-19,54.875,54.203125,7985600
50,1999-05-20,53.36719,54.13672,5997200
51,1999-05-21,52.875,53.140625,10958600
52,1999-05-24,51.53125,52.125,9569800
53,1999-05-25,49.84375,50.921875,17771200
54,1999-05-26,51.23438,50.1875,26772000
55,1999-05-27,51.1875,51.152345,23334800
56,1999-05-28,52.03125,51.578125,12969800
57,1999-06-01,50.875,51.390625,6960200
58,1999-06-02,51.73438,50.785160000000005,11996600
59,1999-06-03,51.0,51.40625,11147800
60,1999-06-04,52.5625,52.058595,12987200
61,1999-06-07,53.65625,53.402345,11491800
62,1999-06-08,52.3125,53.035160000000005,8134800
63,1999-06-09,53.1875,52.902345,8384400
64,1999-06-10,52.57813,52.441410000000005,9392400
65,1999-06-11,51.78125,52.152345,16567600
66,1999-06-14,50.80469,51.328125,14136800
67,1999-06-15,51.5625,51.32422,9147800
68,1999-06-16,54.21094,53.496095,15060200
69,1999-06-17,54.8125,54.28125,16278200
70,1999-06-18,55.0625,54.71875,5392800
71,1999-06-21,56.71094,56.04297,10565200
72,1999-06-22,55.0,56.046875,10862800
73,1999-06-23,55.86719,55.328125,9607000
74,1999-06-24,54.75782,55.1875,14988800
75,1999-06-25,54.6875,54.875,8635600
76,1999-06-28,55.98438,55.382815,7666200
77,1999-06-29,56.75,56.3125,9000400
78,1999-06-30,57.625,58.035160000000005,19467600
79,1999-07-01,58.01563,57.578125,6822600
80,1999-07-02,58.75,58.40625,3302000
81,1999-07-06,58.375,58.859375,8794800
82,1999-07-07,58.46875,58.328125,10520000
83,1999-07-08,59.25,58.839845,11225000
84,1999-07-09,59.84375,59.46875,4206800
85,1999-07-12,59.53125,59.78125,7816200
86,1999-07-13,59.25,59.125,6230000
87,1999-07-14,60.25782,59.6875,6909400
88,1999-07-15,60.8125,60.472660000000005,6539800
89,1999-07-16,61.375,61.269535000000005,4913800
90,1999-07-19,60.75,61.066410000000005,6833000
91,1999-07-20,58.40625,59.171875,14837400
92,1999-07-21,58.6875,58.628910000000005,10980400
93,1999-07-22,57.19532,57.859375,15148400
94,1999-07-23,57.28125,57.277345,12115000
95,1999-07-26,55.875,56.453125,10720000
96,1999-07-27,57.0,57.195315,13732800
97,1999-07-28,58.11719,57.691410000000005,10161800
98,1999-07-29,56.875,56.90625,13033800
99,1999-07-30,56.59375,57.128910000000005,10947400
100,1999-08-02,56.4375,57.015625,9642400
101,1999-08-03,56.07032,56.234375,13005000
102,1999-08-04,55.05469,55.750005,13227600
103,1999-08-05,55.92969,54.839845,18695200
